tensor,group,layer,expert,packed_expert_count,shape,dtype,numel,bytes,shard
model.language_model.layers.6.mlp.experts.down_proj,routed_expert,6.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.experts.gate_up_proj,routed_expert,6.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.gate.weight,router,6.0,,,256x2048,bfloat16,524288,1048576,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.shared_expert.down_proj.weight,shared_expert,6.0,,,2048x512,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.shared_expert.gate_proj.weight,shared_expert,6.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.shared_expert.up_proj.weight,shared_expert,6.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.6.mlp.shared_expert_gate.weight,shared_expert,6.0,,,1x2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.6.post_attention_layernorm.weight,norm,6.0,,,2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.7.input_layernorm.weight,norm,7.0,,,2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.experts.down_proj,routed_expert,7.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.experts.gate_up_proj,routed_expert,7.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.gate.weight,router,7.0,,,256x2048,bfloat16,524288,1048576,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.shared_expert.down_proj.weight,shared_expert,7.0,,,2048x512,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.shared_expert.gate_proj.weight,shared_expert,7.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.shared_expert.up_proj.weight,shared_expert,7.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.7.mlp.shared_expert_gate.weight,shared_expert,7.0,,,1x2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.7.post_attention_layernorm.weight,norm,7.0,,,2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.k_norm.weight,norm,7.0,,,256,bfloat16,256,512,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.k_proj.weight,attention,7.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.o_proj.weight,attention,7.0,,,2048x4096,bfloat16,8388608,16777216,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.q_norm.weight,norm,7.0,,,256,bfloat16,256,512,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.q_proj.weight,attention,7.0,,,8192x2048,bfloat16,16777216,33554432,model-00005-of-00026.safetensors
model.language_model.layers.7.self_attn.v_proj.weight,attention,7.0,,,512x2048,bfloat16,1048576,2097152,model-00005-of-00026.safetensors
model.language_model.layers.10.linear_attn.in_proj_qkv.weight,attention,10.0,,,8192x2048,bfloat16,16777216,33554432,model-00006-of-00026.safetensors
model.language_model.layers.10.linear_attn.in_proj_z.weight,attention,10.0,,,4096x2048,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.10.linear_attn.out_proj.weight,attention,10.0,,,2048x4096,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.10.mlp.experts.down_proj,routed_expert,10.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00006-of-00026.safetensors
model.language_model.layers.8.linear_attn.in_proj_qkv.weight,attention,8.0,,,8192x2048,bfloat16,16777216,33554432,model-00006-of-00026.safetensors
model.language_model.layers.8.linear_attn.in_proj_z.weight,attention,8.0,,,4096x2048,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.8.linear_attn.out_proj.weight,attention,8.0,,,2048x4096,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.8.mlp.experts.down_proj,routed_expert,8.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00006-of-00026.safetensors
model.language_model.layers.8.mlp.experts.gate_up_proj,routed_expert,8.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00006-of-00026.safetensors
model.language_model.layers.9.linear_attn.in_proj_qkv.weight,attention,9.0,,,8192x2048,bfloat16,16777216,33554432,model-00006-of-00026.safetensors
model.language_model.layers.9.linear_attn.in_proj_z.weight,attention,9.0,,,4096x2048,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.9.linear_attn.out_proj.weight,attention,9.0,,,2048x4096,bfloat16,8388608,16777216,model-00006-of-00026.safetensors
model.language_model.layers.9.mlp.experts.down_proj,routed_expert,9.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00006-of-00026.safetensors
model.language_model.layers.9.mlp.experts.gate_up_proj,routed_expert,9.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00006-of-00026.safetensors
model.language_model.layers.10.input_layernorm.weight,norm,10.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.A_log,attention,10.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.conv1d.weight,attention,10.0,,,8192x1x4,bfloat16,32768,65536,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.dt_bias,attention,10.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.in_proj_a.weight,attention,10.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.in_proj_b.weight,attention,10.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.10.linear_attn.norm.weight,norm,10.0,,,128,bfloat16,128,256,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.experts.gate_up_proj,routed_expert,10.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.gate.weight,router,10.0,,,256x2048,bfloat16,524288,1048576,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.shared_expert.down_proj.weight,shared_expert,10.0,,,2048x512,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.shared_expert.gate_proj.weight,shared_expert,10.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.shared_expert.up_proj.weight,shared_expert,10.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.10.mlp.shared_expert_gate.weight,shared_expert,10.0,,,1x2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.10.post_attention_layernorm.weight,norm,10.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.8.input_layernorm.weight,norm,8.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.A_log,attention,8.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.conv1d.weight,attention,8.0,,,8192x1x4,bfloat16,32768,65536,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.dt_bias,attention,8.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.in_proj_a.weight,attention,8.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.in_proj_b.weight,attention,8.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.8.linear_attn.norm.weight,norm,8.0,,,128,bfloat16,128,256,model-00007-of-00026.safetensors
model.language_model.layers.8.mlp.gate.weight,router,8.0,,,256x2048,bfloat16,524288,1048576,model-00007-of-00026.safetensors
model.language_model.layers.8.mlp.shared_expert.down_proj.weight,shared_expert,8.0,,,2048x512,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.8.mlp.shared_expert.gate_proj.weight,shared_expert,8.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.8.mlp.shared_expert.up_proj.weight,shared_expert,8.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.8.mlp.shared_expert_gate.weight,shared_expert,8.0,,,1x2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.8.post_attention_layernorm.weight,norm,8.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.9.input_layernorm.weight,norm,9.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.A_log,attention,9.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.conv1d.weight,attention,9.0,,,8192x1x4,bfloat16,32768,65536,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.dt_bias,attention,9.0,,,32,bfloat16,32,64,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.in_proj_a.weight,attention,9.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.in_proj_b.weight,attention,9.0,,,32x2048,bfloat16,65536,131072,model-00007-of-00026.safetensors
model.language_model.layers.9.linear_attn.norm.weight,norm,9.0,,,128,bfloat16,128,256,model-00007-of-00026.safetensors
model.language_model.layers.9.mlp.gate.weight,router,9.0,,,256x2048,bfloat16,524288,1048576,model-00007-of-00026.safetensors
model.language_model.layers.9.mlp.shared_expert.down_proj.weight,shared_expert,9.0,,,2048x512,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.9.mlp.shared_expert.gate_proj.weight,shared_expert,9.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.9.mlp.shared_expert.up_proj.weight,shared_expert,9.0,,,512x2048,bfloat16,1048576,2097152,model-00007-of-00026.safetensors
model.language_model.layers.9.mlp.shared_expert_gate.weight,shared_expert,9.0,,,1x2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.9.post_attention_layernorm.weight,norm,9.0,,,2048,bfloat16,2048,4096,model-00007-of-00026.safetensors
model.language_model.layers.11.mlp.experts.gate_up_proj,routed_expert,11.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00008-of-00026.safetensors
model.language_model.layers.11.self_attn.k_proj.weight,attention,11.0,,,512x2048,bfloat16,1048576,2097152,model-00008-of-00026.safetensors
model.language_model.layers.11.self_attn.o_proj.weight,attention,11.0,,,2048x4096,bfloat16,8388608,16777216,model-00008-of-00026.safetensors
model.language_model.layers.11.self_attn.q_proj.weight,attention,11.0,,,8192x2048,bfloat16,16777216,33554432,model-00008-of-00026.safetensors
model.language_model.layers.11.self_attn.v_proj.weight,attention,11.0,,,512x2048,bfloat16,1048576,2097152,model-00008-of-00026.safetensors
model.language_model.layers.12.linear_attn.in_proj_qkv.weight,attention,12.0,,,8192x2048,bfloat16,16777216,33554432,model-00008-of-00026.safetensors
model.language_model.layers.12.linear_attn.in_proj_z.weight,attention,12.0,,,4096x2048,bfloat16,8388608,16777216,model-00008-of-00026.safetensors
model.language_model.layers.12.linear_attn.out_proj.weight,attention,12.0,,,2048x4096,bfloat16,8388608,16777216,model-00008-of-00026.safetensors
model.language_model.layers.12.mlp.experts.gate_up_proj,routed_expert,12.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00008-of-00026.safetensors
model.language_model.layers.13.linear_attn.in_proj_qkv.weight,attention,13.0,,,8192x2048,bfloat16,16777216,33554432,model-00008-of-00026.safetensors
model.language_model.layers.13.linear_attn.in_proj_z.weight,attention,13.0,,,4096x2048,bfloat16,8388608,16777216,model-00008-of-00026.safetensors
model.language_model.layers.13.linear_attn.out_proj.weight,attention,13.0,,,2048x4096,bfloat16,8388608,16777216,model-00008-of-00026.safetensors
model.language_model.layers.13.mlp.experts.down_proj,routed_expert,13.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00008-of-00026.safetensors
model.language_model.layers.13.mlp.experts.gate_up_proj,routed_expert,13.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00008-of-00026.safetensors
model.language_model.layers.11.input_layernorm.weight,norm,11.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.experts.down_proj,routed_expert,11.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.gate.weight,router,11.0,,,256x2048,bfloat16,524288,1048576,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.shared_expert.down_proj.weight,shared_expert,11.0,,,2048x512,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.shared_expert.gate_proj.weight,shared_expert,11.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.shared_expert.up_proj.weight,shared_expert,11.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.11.mlp.shared_expert_gate.weight,shared_expert,11.0,,,1x2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.11.post_attention_layernorm.weight,norm,11.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.11.self_attn.k_norm.weight,norm,11.0,,,256,bfloat16,256,512,model-00009-of-00026.safetensors
model.language_model.layers.11.self_attn.q_norm.weight,norm,11.0,,,256,bfloat16,256,512,model-00009-of-00026.safetensors
model.language_model.layers.12.input_layernorm.weight,norm,12.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.A_log,attention,12.0,,,32,bfloat16,32,64,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.conv1d.weight,attention,12.0,,,8192x1x4,bfloat16,32768,65536,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.dt_bias,attention,12.0,,,32,bfloat16,32,64,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.in_proj_a.weight,attention,12.0,,,32x2048,bfloat16,65536,131072,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.in_proj_b.weight,attention,12.0,,,32x2048,bfloat16,65536,131072,model-00009-of-00026.safetensors
model.language_model.layers.12.linear_attn.norm.weight,norm,12.0,,,128,bfloat16,128,256,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.experts.down_proj,routed_expert,12.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.gate.weight,router,12.0,,,256x2048,bfloat16,524288,1048576,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.shared_expert.down_proj.weight,shared_expert,12.0,,,2048x512,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.shared_expert.gate_proj.weight,shared_expert,12.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.shared_expert.up_proj.weight,shared_expert,12.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.12.mlp.shared_expert_gate.weight,shared_expert,12.0,,,1x2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.12.post_attention_layernorm.weight,norm,12.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.13.input_layernorm.weight,norm,13.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.A_log,attention,13.0,,,32,bfloat16,32,64,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.conv1d.weight,attention,13.0,,,8192x1x4,bfloat16,32768,65536,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.dt_bias,attention,13.0,,,32,bfloat16,32,64,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.in_proj_a.weight,attention,13.0,,,32x2048,bfloat16,65536,131072,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.in_proj_b.weight,attention,13.0,,,32x2048,bfloat16,65536,131072,model-00009-of-00026.safetensors
model.language_model.layers.13.linear_attn.norm.weight,norm,13.0,,,128,bfloat16,128,256,model-00009-of-00026.safetensors
model.language_model.layers.13.mlp.gate.weight,router,13.0,,,256x2048,bfloat16,524288,1048576,model-00009-of-00026.safetensors
model.language_model.layers.13.mlp.shared_expert.down_proj.weight,shared_expert,13.0,,,2048x512,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.13.mlp.shared_expert.gate_proj.weight,shared_expert,13.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.13.mlp.shared_expert.up_proj.weight,shared_expert,13.0,,,512x2048,bfloat16,1048576,2097152,model-00009-of-00026.safetensors
model.language_model.layers.13.mlp.shared_expert_gate.weight,shared_expert,13.0,,,1x2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.13.post_attention_layernorm.weight,norm,13.0,,,2048,bfloat16,2048,4096,model-00009-of-00026.safetensors
model.language_model.layers.14.linear_attn.in_proj_qkv.weight,attention,14.0,,,8192x2048,bfloat16,16777216,33554432,model-00010-of-00026.safetensors
model.language_model.layers.14.linear_attn.in_proj_z.weight,attention,14.0,,,4096x2048,bfloat16,8388608,16777216,model-00010-of-00026.safetensors
model.language_model.layers.14.linear_attn.out_proj.weight,attention,14.0,,,2048x4096,bfloat16,8388608,16777216,model-00010-of-00026.safetensors
model.language_model.layers.14.mlp.experts.down_proj,routed_expert,14.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00010-of-00026.safetensors
model.language_model.layers.14.mlp.experts.gate_up_proj,routed_expert,14.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00010-of-00026.safetensors
model.language_model.layers.15.mlp.experts.gate_up_proj,routed_expert,15.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00010-of-00026.safetensors
model.language_model.layers.15.self_attn.k_proj.weight,attention,15.0,,,512x2048,bfloat16,1048576,2097152,model-00010-of-00026.safetensors
model.language_model.layers.15.self_attn.o_proj.weight,attention,15.0,,,2048x4096,bfloat16,8388608,16777216,model-00010-of-00026.safetensors
model.language_model.layers.15.self_attn.q_proj.weight,attention,15.0,,,8192x2048,bfloat16,16777216,33554432,model-00010-of-00026.safetensors
model.language_model.layers.15.self_attn.v_proj.weight,attention,15.0,,,512x2048,bfloat16,1048576,2097152,model-00010-of-00026.safetensors
model.language_model.layers.16.linear_attn.in_proj_qkv.weight,attention,16.0,,,8192x2048,bfloat16,16777216,33554432,model-00010-of-00026.safetensors
model.language_model.layers.16.linear_attn.in_proj_z.weight,attention,16.0,,,4096x2048,bfloat16,8388608,16777216,model-00010-of-00026.safetensors
model.language_model.layers.16.linear_attn.out_proj.weight,attention,16.0,,,2048x4096,bfloat16,8388608,16777216,model-00010-of-00026.safetensors
model.language_model.layers.16.mlp.experts.gate_up_proj,routed_expert,16.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00010-of-00026.safetensors
model.language_model.layers.14.input_layernorm.weight,norm,14.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.A_log,attention,14.0,,,32,bfloat16,32,64,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.conv1d.weight,attention,14.0,,,8192x1x4,bfloat16,32768,65536,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.dt_bias,attention,14.0,,,32,bfloat16,32,64,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.in_proj_a.weight,attention,14.0,,,32x2048,bfloat16,65536,131072,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.in_proj_b.weight,attention,14.0,,,32x2048,bfloat16,65536,131072,model-00011-of-00026.safetensors
model.language_model.layers.14.linear_attn.norm.weight,norm,14.0,,,128,bfloat16,128,256,model-00011-of-00026.safetensors
model.language_model.layers.14.mlp.gate.weight,router,14.0,,,256x2048,bfloat16,524288,1048576,model-00011-of-00026.safetensors
model.language_model.layers.14.mlp.shared_expert.down_proj.weight,shared_expert,14.0,,,2048x512,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.14.mlp.shared_expert.gate_proj.weight,shared_expert,14.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.14.mlp.shared_expert.up_proj.weight,shared_expert,14.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.14.mlp.shared_expert_gate.weight,shared_expert,14.0,,,1x2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.14.post_attention_layernorm.weight,norm,14.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.15.input_layernorm.weight,norm,15.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.experts.down_proj,routed_expert,15.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.gate.weight,router,15.0,,,256x2048,bfloat16,524288,1048576,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.shared_expert.down_proj.weight,shared_expert,15.0,,,2048x512,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.shared_expert.gate_proj.weight,shared_expert,15.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.shared_expert.up_proj.weight,shared_expert,15.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.15.mlp.shared_expert_gate.weight,shared_expert,15.0,,,1x2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.15.post_attention_layernorm.weight,norm,15.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.15.self_attn.k_norm.weight,norm,15.0,,,256,bfloat16,256,512,model-00011-of-00026.safetensors
model.language_model.layers.15.self_attn.q_norm.weight,norm,15.0,,,256,bfloat16,256,512,model-00011-of-00026.safetensors
model.language_model.layers.16.input_layernorm.weight,norm,16.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.A_log,attention,16.0,,,32,bfloat16,32,64,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.conv1d.weight,attention,16.0,,,8192x1x4,bfloat16,32768,65536,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.dt_bias,attention,16.0,,,32,bfloat16,32,64,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.in_proj_a.weight,attention,16.0,,,32x2048,bfloat16,65536,131072,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.in_proj_b.weight,attention,16.0,,,32x2048,bfloat16,65536,131072,model-00011-of-00026.safetensors
model.language_model.layers.16.linear_attn.norm.weight,norm,16.0,,,128,bfloat16,128,256,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.experts.down_proj,routed_expert,16.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.gate.weight,router,16.0,,,256x2048,bfloat16,524288,1048576,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.shared_expert.down_proj.weight,shared_expert,16.0,,,2048x512,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.shared_expert.gate_proj.weight,shared_expert,16.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.shared_expert.up_proj.weight,shared_expert,16.0,,,512x2048,bfloat16,1048576,2097152,model-00011-of-00026.safetensors
model.language_model.layers.16.mlp.shared_expert_gate.weight,shared_expert,16.0,,,1x2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.16.post_attention_layernorm.weight,norm,16.0,,,2048,bfloat16,2048,4096,model-00011-of-00026.safetensors
model.language_model.layers.17.linear_attn.in_proj_qkv.weight,attention,17.0,,,8192x2048,bfloat16,16777216,33554432,model-00012-of-00026.safetensors
model.language_model.layers.17.linear_attn.in_proj_z.weight,attention,17.0,,,4096x2048,bfloat16,8388608,16777216,model-00012-of-00026.safetensors
model.language_model.layers.17.linear_attn.out_proj.weight,attention,17.0,,,2048x4096,bfloat16,8388608,16777216,model-00012-of-00026.safetensors
model.language_model.layers.17.mlp.experts.down_proj,routed_expert,17.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00012-of-00026.safetensors
model.language_model.layers.17.mlp.experts.gate_up_proj,routed_expert,17.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00012-of-00026.safetensors
model.language_model.layers.18.linear_attn.in_proj_qkv.weight,attention,18.0,,,8192x2048,bfloat16,16777216,33554432,model-00012-of-00026.safetensors
model.language_model.layers.18.linear_attn.in_proj_z.weight,attention,18.0,,,4096x2048,bfloat16,8388608,16777216,model-00012-of-00026.safetensors
model.language_model.layers.18.linear_attn.out_proj.weight,attention,18.0,,,2048x4096,bfloat16,8388608,16777216,model-00012-of-00026.safetensors
model.language_model.layers.18.mlp.experts.down_proj,routed_expert,18.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00012-of-00026.safetensors
model.language_model.layers.19.mlp.experts.gate_up_proj,routed_expert,19.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00012-of-00026.safetensors
model.language_model.layers.19.self_attn.k_proj.weight,attention,19.0,,,512x2048,bfloat16,1048576,2097152,model-00012-of-00026.safetensors
model.language_model.layers.19.self_attn.o_proj.weight,attention,19.0,,,2048x4096,bfloat16,8388608,16777216,model-00012-of-00026.safetensors
model.language_model.layers.19.self_attn.q_proj.weight,attention,19.0,,,8192x2048,bfloat16,16777216,33554432,model-00012-of-00026.safetensors
model.language_model.layers.19.self_attn.v_proj.weight,attention,19.0,,,512x2048,bfloat16,1048576,2097152,model-00012-of-00026.safetensors
model.language_model.layers.17.input_layernorm.weight,norm,17.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.A_log,attention,17.0,,,32,bfloat16,32,64,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.conv1d.weight,attention,17.0,,,8192x1x4,bfloat16,32768,65536,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.dt_bias,attention,17.0,,,32,bfloat16,32,64,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.in_proj_a.weight,attention,17.0,,,32x2048,bfloat16,65536,131072,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.in_proj_b.weight,attention,17.0,,,32x2048,bfloat16,65536,131072,model-00013-of-00026.safetensors
model.language_model.layers.17.linear_attn.norm.weight,norm,17.0,,,128,bfloat16,128,256,model-00013-of-00026.safetensors
model.language_model.layers.17.mlp.gate.weight,router,17.0,,,256x2048,bfloat16,524288,1048576,model-00013-of-00026.safetensors
model.language_model.layers.17.mlp.shared_expert.down_proj.weight,shared_expert,17.0,,,2048x512,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.17.mlp.shared_expert.gate_proj.weight,shared_expert,17.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
